trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Step,-0.0,8.0,-0.5999999999999999,1,1,1.315,RightResponse,incorrect
1,0,Change,0.0,-8.0,0.9000000000000004,1,0,0.868,LeftResponse,incorrect
2,0,Step,0.0,-6.0,0.6000000000000005,1,1,1.11,RightResponse,correct
3,0,Blank,-0.0,6.0,2.220446049250313e-16,0,0,0.539,LeftResponse,incorrect
4,0,Step,-0.0,6.0,0.9000000000000004,1,1,0.631,LeftResponse,incorrect
5,0,Change,0.0,-8.0,-1.5,1,0,0.657,RightResponse,incorrect
6,0,Step,-0.0,8.0,-1.5,0,0,0.639,LeftResponse,correct
7,0,Change,-0.0,6.0,2.220446049250313e-16,1,0,0.687,LeftResponse,incorrect
8,0,Step,0.0,-8.0,2.220446049250313e-16,0,0,0.704,RightResponse,correct
9,0,Change,-0.0,6.0,1.5000000000000004,1,0,0.787,LeftResponse,incorrect
10,0,Change,0.0,-8.0,1.5000000000000004,0,1,0.911,LeftResponse,incorrect
11,0,Step,-0.0,8.0,1.5000000000000004,0,0,1.494,RightResponse,correct
12,0,Step,-0.0,8.0,-1.2,1,0,1.418,LeftResponse,correct
13,0,Step,-0.0,8.0,2.220446049250313e-16,1,0,0.773,LeftResponse,incorrect
14,0,Step,-0.0,6.0,0.6000000000000005,0,0,0.581,LeftResponse,incorrect
15,0,Blank,0.0,-6.0,0.9000000000000004,0,0,1.285,RightResponse,correct
16,0,Change,0.0,-8.0,0.6000000000000005,1,0,1.155,RightResponse,correct
17,0,Step,0.0,-8.0,-1.5,0,1,1.489,LeftResponse,correct
18,0,Change,0.0,-6.0,-0.8999999999999999,0,0,0.934,RightResponse,incorrect
19,0,Change,-0.0,8.0,0.9000000000000004,0,1,0.633,LeftResponse,incorrect
20,0,Blank,-0.0,6.0,0.9000000000000004,0,0,1.063,LeftResponse,incorrect
21,0,Step,0.0,-6.0,1.2000000000000002,1,1,0.92,RightResponse,correct
22,0,Blank,-0.0,6.0,2.220446049250313e-16,0,1,0.611,RightResponse,correct
23,0,Change,0.0,-6.0,1.2000000000000002,1,1,1.243,RightResponse,correct
24,0,Step,0.0,-8.0,0.9000000000000004,1,1,1.257,LeftResponse,incorrect
25,0,Blank,0.0,-8.0,-0.8999999999999999,1,0,0.907,RightResponse,incorrect
26,0,Step,-0.0,8.0,2.220446049250313e-16,0,1,1.012,LeftResponse,incorrect
27,0,Blank,0.0,-6.0,-0.8999999999999999,1,0,1.053,RightResponse,incorrect
28,0,Blank,0.0,-8.0,2.220446049250313e-16,0,0,0.787,RightResponse,correct
29,0,Change,-0.0,6.0,-0.5999999999999999,0,1,0.717,LeftResponse,correct
