displacement,nForward,nTrials
-1.5,10,14
-1.2,10,13
-0.9,15,15
-0.6,11,12
-0.3,13,13
0.0,10,10
0.3,13,13
0.6,14,14
0.9,14,14
1.2,10,10
1.5,15,15
