displacement,nForward,nTrials
-1.5,1,14
-1.2,2,14
-0.9,1,13
-0.6,0,15
-0.3,2,11
0.0,2,13
0.3,1,11
0.6,7,15
0.9,4,13
1.2,11,15
1.5,13,15
