displacement,nForward,nTrials
-1.5,3,14
-1.2,7,14
-0.9,7,12
-0.6,6,11
-0.3,8,14
0.0,9,13
0.3,8,11
0.6,13,13
0.9,12,12
1.2,12,13
1.5,13,13
