displacement,nForward,nTrials
-1.5,2,10
-1.2,3,14
-0.9,0,13
-0.6,0,14
-0.3,1,13
0.0,4,14
0.3,2,14
0.6,1,15
0.9,1,14
1.2,4,12
1.5,4,14
