displacement,nForward,nTrials
-1.5,0,11
-1.2,0,10
-0.9,0,10
-0.6,0,11
-0.3,0,8
0.0,0,10
0.3,2,11
0.6,2,10
0.9,5,9
1.2,7,10
1.5,9,11
