displacement,nForward,nTrials
-1.5,0,14
-1.2,0,13
-0.9,1,14
-0.6,1,14
-0.3,1,9
0.0,4,14
0.3,9,14
0.6,12,14
0.9,13,13
1.2,13,13
1.5,14,14
