displacement,nForward,nTrials
-1.5,1,11
-1.2,2,9
-0.9,1,10
-0.6,2,10
-0.3,3,11
0.0,4,10
0.3,3,7
0.6,7,10
0.9,5,7
1.2,6,10
1.5,5,11
