displacement,nForward,nTrials
-1.5,1,12
-1.2,3,13
-0.9,4,16
-0.6,2,13
-0.3,7,16
0.0,12,13
0.3,7,13
0.6,8,14
0.9,11,14
1.2,10,14
1.5,11,15
