displacement,nForward,nTrials
-1.5,0,10
-1.2,0,7
-0.9,0,7
-0.6,0,11
-0.3,0,10
0.0,1,9
0.3,1,8
0.6,2,7
0.9,3,11
1.2,6,10
1.5,6,12
