displacement,nForward,nTrials
-1.5,0,8
-1.2,0,12
-0.9,1,11
-0.6,2,14
-0.3,3,16
0.0,3,12
0.3,3,14
0.6,7,13
0.9,8,14
1.2,6,12
1.5,12,15
