displacement,nForward,nTrials
-1.5,0,16
-1.2,0,16
-0.9,0,14
-0.6,0,16
-0.3,0,16
0.0,6,16
0.3,5,16
0.6,10,16
0.9,13,15
1.2,13,16
1.5,13,14
