trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Change,0.0,-8.0,-1.5,0,1,0.878,LeftResponse,correct
1,0,Step,0.0,-8.0,0.6000000000000005,1,0,1.205,LeftResponse,incorrect
2,0,Change,-0.0,8.0,1.2000000000000002,0,0,0.754,RightResponse,correct
3,0,Blank,0.0,-8.0,1.5000000000000004,0,1,1.025,RightResponse,correct
4,0,Blank,-0.0,6.0,-1.5,0,1,0.871,RightResponse,incorrect
5,0,Step,-0.0,8.0,0.6000000000000005,1,1,0.507,RightResponse,correct
6,0,Change,0.0,-6.0,1.2000000000000002,0,1,1.308,RightResponse,correct
7,0,Change,-0.0,8.0,1.5000000000000004,0,1,0.533,RightResponse,correct
8,0,Change,0.0,-6.0,2.220446049250313e-16,0,0,1.211,RightResponse,correct
9,0,Blank,0.0,-8.0,0.30000000000000027,1,1,1.347,RightResponse,correct
10,0,Blank,-0.0,8.0,-0.5999999999999999,1,1,1.025,LeftResponse,correct
11,0,Blank,0.0,-8.0,2.220446049250313e-16,1,0,0.542,RightResponse,correct
12,0,Step,-0.0,6.0,0.9000000000000004,1,1,1.421,RightResponse,correct
13,0,Step,-0.0,8.0,1.2000000000000002,1,0,1.17,RightResponse,correct
14,0,Change,-0.0,8.0,0.6000000000000005,0,0,1.279,RightResponse,correct
15,0,Change,0.0,-6.0,-1.5,1,1,1.058,RightResponse,incorrect
16,0,Blank,-0.0,8.0,0.30000000000000027,0,0,1.286,RightResponse,correct
17,0,Blank,-0.0,6.0,-0.2999999999999998,0,0,1.034,LeftResponse,correct
18,0,Blank,0.0,-6.0,0.9000000000000004,0,1,1.226,RightResponse,correct
19,0,Change,0.0,-6.0,1.5000000000000004,0,1,0.538,RightResponse,correct
20,0,Step,0.0,-6.0,-0.5999999999999999,1,1,0.772,LeftResponse,correct
21,0,Blank,0.0,-8.0,1.2000000000000002,1,0,0.533,RightResponse,correct
22,0,Change,0.0,-8.0,0.30000000000000027,1,0,1.162,LeftResponse,incorrect
23,0,Step,-0.0,6.0,-0.5999999999999999,1,1,0.831,RightResponse,incorrect
24,0,Change,-0.0,8.0,-1.5,1,0,0.906,LeftResponse,correct
25,0,Change,-0.0,8.0,-1.2,1,1,1.316,LeftResponse,correct
26,0,Change,-0.0,8.0,0.9000000000000004,0,1,1.247,RightResponse,correct
27,0,Change,-0.0,6.0,-1.5,1,0,1.124,LeftResponse,correct
28,0,Step,0.0,-8.0,0.30000000000000027,0,1,0.837,LeftResponse,incorrect
29,0,Step,-0.0,8.0,-0.8999999999999999,0,1,0.518,RightResponse,incorrect
