0.1465 	EXP 	Input Frame Rate: 144.000 Hz
0.1466 	EXP 	Determined Frame Rate: 143.935 Hz
0.1762 	EXP 	subjectName: 'Sub_21'
0.1763 	EXP 	session: 1
0.1763 	EXP 	language: 'DE'
0.1763 	EXP 	stimChangeType: 'C'
0.1764 	EXP 	nBlocks: 8
0.1764 	EXP 	nTrialsPerBlock: 66
0.1764 	EXP 	dominantEye: 'L'
0.1765 	EXP 	monitorRefreshRate: 144.
0.1766 	EXP 	monitorWidth: 53.36
0.1766 	EXP 	monitorDistance: 65.
0.1767 	EXP 	nTrialsTotal: 528
0.1767 	EXP 	nTrialsMinPractise: 5
0.1767 	EXP 	minSuccessRateInPractise: 0.8
0.1768 	EXP 	blankTimeInSec: 0.25
0.1768 	EXP 	fixSize: 0.5
0.1769 	EXP 	stimDistances: [6 8]
0.1769 	EXP 	holdGazeRadius: 1
0.1770 	EXP 	maxWaitTimeInSec: 2
0.1770 	EXP 	fixationJitterInSec: [0.5 1.5]
0.1771 	EXP 	postResponseBlankTime: 0.5
0.1771 	EXP 	nTrialsFeedback: 6
0.1772 	EXP 	keyMapping: ['left' 'right']
0.1773 	EXP 	samplingRangeInDeg: [-1.50000000e+00 -1.20000000e+00 -9.00000000e-01 -6.00000000e-01
 -3.00000000e-01  2.22044605e-16  3.00000000e-01  6.00000000e-01
  9.00000000e-01  1.20000000e+00  1.50000000e+00]
0.1773 	EXP 	targetSize: 1.
0.1774 	EXP 	scoreIncrement: 10
0.1774 	EXP 	maxContagCondRepeat: 3
0.1774 	EXP 	tagFlipScreen: True
0.1775 	EXP 	screenWidthInPix: 1920
0.1775 	EXP 	screenHeightInPix: 1080
0.1775 	EXP 	Added new global key event: quitKey
0.2686 	WARNING 	fillRGB parameter is deprecated. Please use lineColor and colorSpace instead
0.2688 	WARNING 	lineRGB parameter is deprecated. Please use lineColor and colorSpace instead
0.2726 	EXP 	Removed global key event: 'quitKey'.
17.2150 	DATA 	Keypress: return
17.7434 	EXP 	Device response: <KeyPress from None: t=17.214309692382812, value=return, duration=None>
17.7434 	EXP 	Device response: <KeyPress from None: t=17.214309692382812, value=return, duration=0.19185829162597656>
17.7434 	EXP 	Device response: <KeyPress from None: t=17.638209342956543, value=return, duration=None>
