trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Change,0.0,-8.0,0.9000000000000004,1,1,1.256,RightResponse,correct
1,0,Step,-0.0,6.0,-0.5999999999999999,1,1,0.999,LeftResponse,correct
2,0,Step,-0.0,6.0,0.6000000000000005,1,0,1.226,LeftResponse,incorrect
3,0,Step,0.0,-8.0,-0.5999999999999999,0,0,0.645,RightResponse,incorrect
4,0,Blank,0.0,-6.0,1.5000000000000004,0,0,1.339,RightResponse,correct
5,0,Step,-0.0,8.0,0.30000000000000027,0,1,0.555,LeftResponse,incorrect
6,0,Blank,-0.0,8.0,1.2000000000000002,1,1,0.54,RightResponse,correct
7,0,Blank,-0.0,6.0,-1.2,0,1,0.772,LeftResponse,correct
8,0,Step,-0.0,6.0,0.30000000000000027,0,0,1.083,LeftResponse,incorrect
9,0,Blank,0.0,-6.0,0.6000000000000005,1,0,1.206,RightResponse,correct
10,0,Change,0.0,-6.0,0.6000000000000005,1,0,1.167,RightResponse,correct
11,0,Change,0.0,-6.0,1.5000000000000004,0,0,1.336,LeftResponse,incorrect
12,0,Step,0.0,-8.0,-1.2,0,0,0.807,RightResponse,incorrect
13,0,Blank,-0.0,6.0,-0.5999999999999999,1,1,0.567,LeftResponse,correct
14,0,Blank,-0.0,6.0,-0.8999999999999999,0,0,1.272,LeftResponse,correct
15,0,Blank,0.0,-6.0,0.30000000000000027,0,0,0.77,RightResponse,correct
16,0,Change,0.0,-8.0,-1.2,0,1,1.133,LeftResponse,correct
17,0,Step,0.0,-8.0,-0.8999999999999999,0,1,0.509,RightResponse,incorrect
18,0,Blank,0.0,-6.0,1.5000000000000004,1,1,1.259,RightResponse,correct
19,0,Blank,-0.0,8.0,0.9000000000000004,1,0,1.398,LeftResponse,incorrect
20,0,Blank,0.0,-6.0,1.5000000000000004,0,1,1.06,RightResponse,correct
21,0,Change,0.0,-8.0,-1.5,0,0,0.793,RightResponse,incorrect
22,0,Step,0.0,-6.0,-0.5999999999999999,0,0,1.013,RightResponse,incorrect
23,0,Step,0.0,-6.0,1.5000000000000004,1,0,0.973,RightResponse,correct
24,0,Change,-0.0,6.0,0.6000000000000005,1,1,1.276,LeftResponse,incorrect
25,0,Change,0.0,-6.0,-0.5999999999999999,0,0,1.491,RightResponse,incorrect
26,0,Blank,0.0,-8.0,-1.5,1,0,1.4,LeftResponse,correct
27,0,Change,-0.0,6.0,1.5000000000000004,0,0,0.913,RightResponse,correct
28,0,Blank,-0.0,8.0,-0.8999999999999999,0,0,0.825,LeftResponse,correct
29,0,Blank,0.0,-6.0,-1.5,0,1,0.801,LeftResponse,correct
30,0,Step,0.0,-6.0,1.2000000000000002,0,1,0.982,RightResponse,correct
31,0,Blank,-0.0,6.0,0.6000000000000005,1,1,0.723,LeftResponse,incorrect
32,0,Change,0.0,-6.0,-1.5,0,0,1.327,RightResponse,incorrect
33,0,Change,-0.0,6.0,-1.2,1,0,0.826,LeftResponse,correct
34,0,Change,0.0,-6.0,1.5000000000000004,1,0,1.294,RightResponse,correct
35,0,Change,0.0,-6.0,1.2000000000000002,1,0,1.204,RightResponse,correct
36,0,Change,-0.0,8.0,-0.8999999999999999,1,0,0.683,LeftResponse,correct
37,0,Step,-0.0,8.0,0.6000000000000005,1,0,1.336,RightResponse,correct
38,0,Step,-0.0,8.0,-0.2999999999999998,0,0,1.199,LeftResponse,correct
39,0,Change,-0.0,8.0,1.5000000000000004,0,1,1.254,RightResponse,correct
40,0,Blank,-0.0,8.0,-0.5999999999999999,0,0,1.315,LeftResponse,correct
41,0,Change,-0.0,8.0,-1.5,1,0,0.934,LeftResponse,correct
42,0,Change,0.0,-8.0,-1.5,0,1,1.124,RightResponse,incorrect
43,0,Change,0.0,-8.0,1.2000000000000002,1,1,0.622,RightResponse,correct
44,0,Blank,0.0,-6.0,-0.5999999999999999,0,1,1.433,LeftResponse,correct
45,0,Change,-0.0,6.0,-0.5999999999999999,1,1,0.648,LeftResponse,correct
46,0,Blank,-0.0,6.0,-0.2999999999999998,0,1,1.078,LeftResponse,correct
47,0,Blank,0.0,-8.0,1.5000000000000004,0,0,0.55,RightResponse,correct
48,0,Change,0.0,-8.0,-0.2999999999999998,0,1,1.297,RightResponse,incorrect
49,0,Step,0.0,-6.0,2.220446049250313e-16,1,0,0.606,RightResponse,correct
50,0,Step,0.0,-6.0,2.220446049250313e-16,0,0,0.88,RightResponse,correct
51,0,Step,-0.0,6.0,-0.8999999999999999,0,0,1.177,LeftResponse,correct
52,0,Change,-0.0,8.0,0.9000000000000004,0,1,0.942,RightResponse,correct
53,0,Change,0.0,-8.0,2.220446049250313e-16,0,1,1.092,RightResponse,correct
54,0,Step,0.0,-6.0,-0.5999999999999999,0,1,1.37,RightResponse,incorrect
55,0,Step,-0.0,6.0,0.9000000000000004,1,0,0.944,LeftResponse,incorrect
56,0,Step,-0.0,8.0,1.5000000000000004,1,1,1.266,RightResponse,correct
57,0,Change,-0.0,8.0,-1.5,0,1,1.423,LeftResponse,correct
58,0,Change,-0.0,6.0,1.5000000000000004,1,1,1.175,RightResponse,correct
59,0,Blank,-0.0,8.0,1.5000000000000004,0,0,0.555,LeftResponse,incorrect
60,0,Change,0.0,-6.0,2.220446049250313e-16,0,0,1.07,RightResponse,correct
61,0,Blank,-0.0,8.0,2.220446049250313e-16,0,0,0.802,LeftResponse,incorrect
62,0,Step,0.0,-8.0,0.9000000000000004,0,1,0.579,RightResponse,correct
63,0,Blank,-0.0,8.0,1.2000000000000002,1,0,1.443,LeftResponse,incorrect
64,0,Blank,0.0,-8.0,1.5000000000000004,1,0,1.193,RightResponse,correct
65,0,Step,-0.0,6.0,0.9000000000000004,0,1,0.73,RightResponse,correct
66,1,Change,-0.0,6.0,-1.5,1,1,1.192,LeftResponse,correct
67,1,Change,-0.0,6.0,0.30000000000000027,0,1,0.867,LeftResponse,incorrect
68,1,Change,0.0,-8.0,-0.2999999999999998,1,1,0.542,RightResponse,incorrect
69,1,Step,-0.0,6.0,-1.2,0,1,1.454,LeftResponse,correct
70,1,Change,0.0,-8.0,-1.5,1,0,1.092,LeftResponse,correct
71,1,Change,-0.0,8.0,1.2000000000000002,1,0,0.893,RightResponse,correct
72,1,Blank,-0.0,8.0,0.6000000000000005,0,0,1.226,RightResponse,correct
73,1,Blank,0.0,-6.0,0.30000000000000027,1,1,1.256,RightResponse,correct
74,1,Blank,0.0,-8.0,1.2000000000000002,1,0,1.431,RightResponse,correct
75,1,Change,0.0,-8.0,-1.2,0,0,0.696,LeftResponse,correct
76,1,Step,0.0,-8.0,-1.5,1,1,0.872,LeftResponse,correct
77,1,Step,0.0,-6.0,-0.8999999999999999,0,0,1.457,LeftResponse,correct
78,1,Blank,-0.0,8.0,-1.5,0,0,0.597,LeftResponse,correct
79,1,Blank,-0.0,6.0,-0.5999999999999999,0,0,0.878,LeftResponse,correct
80,1,Blank,0.0,-8.0,-0.5999999999999999,1,1,0.961,LeftResponse,correct
81,1,Step,0.0,-8.0,0.9000000000000004,1,0,1.445,LeftResponse,incorrect
82,1,Blank,0.0,-8.0,-0.2999999999999998,1,0,0.607,LeftResponse,correct
83,1,Blank,-0.0,6.0,0.9000000000000004,0,1,0.578,LeftResponse,incorrect
84,1,Change,-0.0,8.0,-0.2999999999999998,0,1,1.052,RightResponse,incorrect
85,1,Blank,0.0,-6.0,0.6000000000000005,0,0,0.965,RightResponse,correct
86,1,Blank,0.0,-8.0,0.9000000000000004,0,0,1.058,RightResponse,correct
87,1,Step,-0.0,6.0,1.5000000000000004,0,0,0.773,RightResponse,correct
88,1,Step,0.0,-8.0,-0.8999999999999999,0,0,0.996,LeftResponse,correct
89,1,Step,0.0,-8.0,0.9000000000000004,1,1,0.603,RightResponse,correct
90,1,Blank,-0.0,8.0,-1.5,0,1,0.901,LeftResponse,correct
91,1,Blank,-0.0,8.0,0.30000000000000027,0,0,0.706,LeftResponse,incorrect
92,1,Blank,0.0,-8.0,-0.8999999999999999,0,1,0.653,LeftResponse,correct
93,1,Change,-0.0,8.0,-0.5999999999999999,0,0,1.221,LeftResponse,correct
94,1,Change,0.0,-6.0,0.6000000000000005,0,0,0.528,RightResponse,correct
95,1,Change,0.0,-8.0,-0.5999999999999999,1,1,1.292,LeftResponse,correct
