trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Blank,-0.0,6.0,1.2000000000000002,0,1,0.776,RightResponse,correct
1,0,Step,0.0,-6.0,0.30000000000000027,1,0,0.745,LeftResponse,incorrect
2,0,Step,0.0,-6.0,1.2000000000000002,0,1,1.17,RightResponse,correct
3,0,Step,0.0,-6.0,0.30000000000000027,1,1,0.962,LeftResponse,incorrect
4,0,Change,-0.0,6.0,1.5000000000000004,1,0,1.43,RightResponse,correct
5,0,Change,0.0,-8.0,1.5000000000000004,1,1,1.227,LeftResponse,incorrect
6,0,Change,-0.0,8.0,-1.5,0,1,1.297,RightResponse,incorrect
7,0,Step,0.0,-6.0,-0.5999999999999999,0,1,1.387,LeftResponse,correct
8,0,Blank,-0.0,6.0,2.220446049250313e-16,0,0,0.813,RightResponse,correct
9,0,Blank,-0.0,8.0,-1.2,1,1,1.45,RightResponse,incorrect
10,0,Blank,0.0,-6.0,1.2000000000000002,1,0,0.91,RightResponse,correct
11,0,Change,-0.0,6.0,-0.8999999999999999,1,0,1.003,LeftResponse,correct
12,0,Step,-0.0,8.0,2.220446049250313e-16,0,1,0.521,RightResponse,correct
13,0,Change,0.0,-8.0,0.6000000000000005,1,1,0.994,LeftResponse,incorrect
14,0,Change,-0.0,8.0,-1.5,1,1,1.191,LeftResponse,correct
15,0,Blank,0.0,-6.0,-0.8999999999999999,1,0,0.893,RightResponse,incorrect
16,0,Step,0.0,-8.0,-1.2,0,1,0.797,LeftResponse,correct
17,0,Change,-0.0,6.0,0.9000000000000004,0,0,1.085,RightResponse,correct
18,0,Change,0.0,-6.0,1.2000000000000002,1,1,1.171,LeftResponse,incorrect
19,0,Change,0.0,-8.0,1.2000000000000002,0,1,1.148,RightResponse,correct
20,0,Change,0.0,-8.0,-0.2999999999999998,0,1,0.539,LeftResponse,correct
21,0,Step,-0.0,6.0,-0.8999999999999999,1,1,0.945,LeftResponse,correct
22,0,Step,0.0,-6.0,0.6000000000000005,0,0,1.397,RightResponse,correct
23,0,Blank,0.0,-6.0,-1.2,1,1,0.958,RightResponse,incorrect
24,0,Step,0.0,-6.0,0.30000000000000027,0,1,1.471,RightResponse,correct
25,0,Change,-0.0,8.0,-0.8999999999999999,0,0,1.467,LeftResponse,correct
26,0,Change,-0.0,6.0,-0.2999999999999998,1,0,0.984,RightResponse,incorrect
27,0,Step,-0.0,6.0,-1.2,0,0,1.06,LeftResponse,correct
28,0,Step,-0.0,6.0,-0.5999999999999999,1,1,0.564,RightResponse,incorrect
29,0,Change,0.0,-8.0,-1.2,1,0,1.159,LeftResponse,correct
30,0,Change,-0.0,6.0,2.220446049250313e-16,1,0,0.567,RightResponse,correct
31,0,Blank,0.0,-6.0,-0.8999999999999999,0,0,0.586,LeftResponse,correct
32,0,Step,0.0,-6.0,-1.2,1,0,0.946,LeftResponse,correct
33,0,Change,-0.0,8.0,-0.8999999999999999,1,1,0.763,RightResponse,incorrect
34,0,Change,-0.0,6.0,-0.8999999999999999,0,1,0.972,LeftResponse,correct
35,0,Step,-0.0,8.0,2.220446049250313e-16,1,0,0.606,RightResponse,correct
36,0,Blank,0.0,-6.0,-1.5,1,1,1.478,LeftResponse,correct
37,0,Change,-0.0,8.0,-1.2,0,0,0.622,RightResponse,incorrect
38,0,Change,-0.0,6.0,-1.5,1,1,0.843,LeftResponse,correct
39,0,Step,0.0,-6.0,-1.5,1,1,0.734,RightResponse,incorrect
40,0,Change,0.0,-6.0,-1.5,1,1,1.306,LeftResponse,correct
41,0,Blank,0.0,-8.0,0.9000000000000004,0,0,1.127,RightResponse,correct
42,0,Blank,-0.0,6.0,0.9000000000000004,0,0,1.132,LeftResponse,incorrect
43,0,Change,0.0,-8.0,0.9000000000000004,0,0,1.333,LeftResponse,incorrect
44,0,Change,-0.0,6.0,-0.5999999999999999,1,0,0.545,RightResponse,incorrect
45,0,Step,-0.0,6.0,0.9000000000000004,0,0,0.969,LeftResponse,incorrect
46,0,Step,-0.0,6.0,-0.5999999999999999,1,0,1.016,RightResponse,incorrect
47,0,Blank,0.0,-6.0,-0.2999999999999998,1,0,0.6,LeftResponse,correct
48,0,Step,-0.0,8.0,1.2000000000000002,0,1,1.316,RightResponse,correct
49,0,Blank,-0.0,6.0,1.5000000000000004,1,1,0.877,RightResponse,correct
50,0,Change,-0.0,8.0,-0.5999999999999999,0,1,1.266,LeftResponse,correct
51,0,Step,-0.0,8.0,-0.8999999999999999,1,0,0.809,LeftResponse,correct
52,0,Step,-0.0,6.0,-1.5,1,0,0.574,RightResponse,incorrect
53,0,Step,-0.0,8.0,2.220446049250313e-16,1,1,1.044,LeftResponse,incorrect
54,0,Blank,0.0,-6.0,2.220446049250313e-16,1,0,1.262,RightResponse,correct
55,0,Blank,0.0,-8.0,1.5000000000000004,1,0,0.54,RightResponse,correct
56,0,Change,0.0,-6.0,0.9000000000000004,0,1,0.99,RightResponse,correct
57,0,Change,-0.0,6.0,1.5000000000000004,0,0,1.352,LeftResponse,incorrect
58,0,Blank,-0.0,6.0,2.220446049250313e-16,1,1,1.336,RightResponse,correct
59,0,Change,-0.0,6.0,0.6000000000000005,0,0,1.139,RightResponse,correct
60,0,Step,0.0,-6.0,1.5000000000000004,1,1,1.025,LeftResponse,incorrect
61,0,Change,-0.0,8.0,-1.2,0,1,0.597,RightResponse,incorrect
62,0,Change,-0.0,6.0,0.6000000000000005,1,1,0.549,LeftResponse,incorrect
63,0,Change,-0.0,6.0,-0.5999999999999999,1,1,0.516,LeftResponse,correct
64,0,Blank,-0.0,6.0,0.6000000000000005,1,1,0.655,LeftResponse,incorrect
65,0,Change,-0.0,8.0,0.6000000000000005,0,1,1.267,LeftResponse,incorrect
66,1,Blank,0.0,-6.0,1.5000000000000004,1,1,0.877,LeftResponse,incorrect
67,1,Step,-0.0,6.0,0.30000000000000027,1,1,0.684,RightResponse,correct
68,1,Blank,0.0,-8.0,0.6000000000000005,0,0,0.503,LeftResponse,incorrect
69,1,Change,0.0,-6.0,1.5000000000000004,1,1,1.402,RightResponse,correct
70,1,Step,0.0,-6.0,-0.5999999999999999,1,0,0.831,LeftResponse,correct
71,1,Step,-0.0,8.0,-1.5,0,1,1.098,LeftResponse,correct
72,1,Change,0.0,-8.0,0.30000000000000027,0,1,1.458,RightResponse,correct
73,1,Step,-0.0,8.0,-1.2,0,0,0.545,LeftResponse,correct
74,1,Step,0.0,-8.0,0.6000000000000005,0,1,0.837,RightResponse,correct
75,1,Blank,0.0,-8.0,0.30000000000000027,1,0,1.376,LeftResponse,incorrect
76,1,Change,-0.0,8.0,-0.8999999999999999,0,1,0.917,RightResponse,incorrect
77,1,Step,0.0,-8.0,1.2000000000000002,1,1,0.704,LeftResponse,incorrect
78,1,Change,-0.0,6.0,1.2000000000000002,0,0,0.529,RightResponse,correct
79,1,Change,-0.0,6.0,0.6000000000000005,1,0,1.218,RightResponse,correct
80,1,Step,0.0,-6.0,0.30000000000000027,0,0,1.484,LeftResponse,incorrect
81,1,Change,-0.0,8.0,0.6000000000000005,0,0,0.616,RightResponse,correct
82,1,Step,-0.0,6.0,2.220446049250313e-16,1,1,1.227,RightResponse,correct
83,1,Step,0.0,-6.0,1.2000000000000002,0,0,1.194,RightResponse,correct
84,1,Blank,-0.0,6.0,-0.5999999999999999,0,0,1.273,LeftResponse,correct
85,1,Change,-0.0,6.0,-0.8999999999999999,0,0,0.751,LeftResponse,correct
86,1,Change,0.0,-6.0,-0.2999999999999998,0,0,1.475,RightResponse,incorrect
87,1,Change,0.0,-6.0,-1.2,1,0,0.641,RightResponse,incorrect
88,1,Change,0.0,-6.0,-1.5,0,0,0.988,RightResponse,incorrect
89,1,Change,0.0,-6.0,0.30000000000000027,1,0,0.589,LeftResponse,incorrect
90,1,Step,0.0,-8.0,1.5000000000000004,1,0,1.01,RightResponse,correct
91,1,Blank,-0.0,8.0,-0.5999999999999999,1,0,0.947,RightResponse,incorrect
92,1,Step,0.0,-8.0,0.30000000000000027,1,1,0.89,RightResponse,correct
93,1,Blank,-0.0,6.0,0.30000000000000027,0,0,1.233,LeftResponse,incorrect
94,1,Change,0.0,-8.0,0.9000000000000004,0,1,1.458,RightResponse,correct
95,1,Step,-0.0,8.0,1.2000000000000002,0,0,1.463,LeftResponse,incorrect
96,1,Step,0.0,-8.0,-1.5,1,0,1.226,RightResponse,incorrect
97,1,Step,-0.0,6.0,2.220446049250313e-16,1,0,0.787,LeftResponse,incorrect
98,1,Change,0.0,-8.0,-0.5999999999999999,1,1,1.48,RightResponse,incorrect
99,1,Step,-0.0,6.0,0.6000000000000005,1,1,1.047,LeftResponse,incorrect
100,1,Change,0.0,-6.0,-0.2999999999999998,1,1,0.683,RightResponse,incorrect
101,1,Step,0.0,-8.0,0.6000000000000005,0,0,0.603,RightResponse,correct
102,1,Change,0.0,-8.0,0.6000000000000005,0,1,1.288,RightResponse,correct
103,1,Step,0.0,-8.0,2.220446049250313e-16,0,1,0.567,RightResponse,correct
104,1,Change,0.0,-8.0,-1.5,0,1,0.522,RightResponse,incorrect
105,1,Blank,-0.0,8.0,-0.2999999999999998,0,0,1.279,LeftResponse,correct
106,1,Change,0.0,-6.0,-0.2999999999999998,1,0,1.195,RightResponse,incorrect
107,1,Blank,0.0,-8.0,-1.5,1,0,0.752,RightResponse,incorrect
108,1,Change,-0.0,8.0,-1.2,1,1,1.167,LeftResponse,correct
109,1,Step,0.0,-8.0,2.220446049250313e-16,1,1,1.385,RightResponse,correct
110,1,Change,-0.0,6.0,-1.2,0,1,0.788,LeftResponse,correct
111,1,Blank,0.0,-8.0,-0.2999999999999998,0,0,1.472,RightResponse,incorrect
112,1,Change,-0.0,6.0,1.2000000000000002,1,1,1.211,LeftResponse,incorrect
113,1,Blank,-0.0,6.0,2.220446049250313e-16,0,1,0.614,LeftResponse,incorrect
114,1,Change,0.0,-6.0,1.2000000000000002,0,0,0.707,RightResponse,correct
115,1,Step,0.0,-8.0,0.30000000000000027,0,1,1.317,RightResponse,correct
116,1,Change,-0.0,6.0,-1.2,0,0,1.461,LeftResponse,correct
117,1,Change,-0.0,8.0,0.6000000000000005,1,0,0.841,LeftResponse,incorrect
118,1,Blank,-0.0,6.0,1.2000000000000002,0,0,0.948,RightResponse,correct
119,1,Change,0.0,-8.0,-0.8999999999999999,1,1,0.77,LeftResponse,correct
120,1,Change,-0.0,6.0,-1.5,0,0,1.42,LeftResponse,correct
121,1,Change,0.0,-8.0,-0.8999999999999999,0,0,1.094,RightResponse,incorrect
122,1,Step,-0.0,6.0,1.5000000000000004,0,1,1.195,LeftResponse,incorrect
123,1,Change,0.0,-8.0,2.220446049250313e-16,0,0,0.724,RightResponse,correct
124,1,Change,0.0,-6.0,-1.2,1,1,1.268,LeftResponse,correct
125,1,Step,0.0,-8.0,-0.8999999999999999,0,1,0.547,LeftResponse,correct
126,1,Change,-0.0,8.0,0.30000000000000027,1,0,0.816,LeftResponse,incorrect
127,1,Blank,-0.0,8.0,-1.2,0,0,0.519,LeftResponse,correct
128,1,Step,-0.0,6.0,1.5000000000000004,1,0,0.981,RightResponse,correct
129,1,Step,0.0,-8.0,0.9000000000000004,0,0,1.407,RightResponse,correct
130,1,Step,-0.0,8.0,0.6000000000000005,0,0,0.76,LeftResponse,incorrect
131,1,Blank,0.0,-8.0,-1.2,1,1,1.134,RightResponse,incorrect
132,2,Change,0.0,-8.0,-1.2,0,1,1.197,RightResponse,incorrect
133,2,Step,0.0,-8.0,0.6000000000000005,1,0,1.183,RightResponse,correct
134,2,Change,0.0,-6.0,-1.2,0,0,1.253,RightResponse,incorrect
135,2,Change,0.0,-8.0,1.2000000000000002,1,1,1.22,RightResponse,correct
136,2,Blank,-0.0,8.0,-1.5,1,0,0.729,LeftResponse,correct
137,2,Change,-0.0,6.0,-0.5999999999999999,0,1,1.315,LeftResponse,correct
138,2,Blank,0.0,-6.0,-0.5999999999999999,0,0,0.987,RightResponse,incorrect
139,2,Change,0.0,-6.0,-0.5999999999999999,0,0,1.03,RightResponse,incorrect
140,2,Change,-0.0,8.0,-1.2,1,0,1.458,LeftResponse,correct
141,2,Change,-0.0,6.0,0.30000000000000027,1,0,0.958,LeftResponse,incorrect
142,2,Change,0.0,-6.0,1.2000000000000002,0,1,1.161,RightResponse,correct
143,2,Change,-0.0,8.0,0.6000000000000005,1,1,0.714,LeftResponse,incorrect
144,2,Step,0.0,-8.0,-1.5,1,1,0.979,RightResponse,incorrect
145,2,Blank,0.0,-6.0,-1.2,0,1,1.336,RightResponse,incorrect
146,2,Step,0.0,-8.0,1.2000000000000002,0,1,0.572,RightResponse,correct
147,2,Step,-0.0,8.0,0.9000000000000004,0,1,1.296,LeftResponse,incorrect
148,2,Step,-0.0,6.0,-0.8999999999999999,0,1,1.485,LeftResponse,correct
149,2,Blank,-0.0,6.0,0.6000000000000005,0,0,1.479,LeftResponse,incorrect
150,2,Change,0.0,-8.0,-0.5999999999999999,0,0,0.594,RightResponse,incorrect
151,2,Step,0.0,-8.0,1.2000000000000002,0,0,1.016,RightResponse,correct
152,2,Blank,0.0,-8.0,2.220446049250313e-16,1,1,0.731,RightResponse,correct
153,2,Step,-0.0,8.0,0.30000000000000027,1,1,1.333,LeftResponse,incorrect
154,2,Blank,-0.0,8.0,-0.5999999999999999,1,1,1.461,LeftResponse,correct
155,2,Step,-0.0,8.0,-1.5,0,0,1.038,RightResponse,incorrect
156,2,Change,0.0,-6.0,0.30000000000000027,1,1,1.16,RightResponse,correct
157,2,Change,0.0,-8.0,0.30000000000000027,1,1,1.369,RightResponse,correct
