displacement,nForward,nTrials
-1.5,6,15
-1.2,3,12
-0.9,7,15
-0.6,9,16
-0.3,11,15
0.0,9,14
0.3,10,16
0.6,12,14
0.9,13,14
1.2,12,14
1.5,15,16
