displacement,nForward,nTrials
-1.5,2,15
-1.2,2,13
-0.9,2,16
-0.6,7,15
-0.3,4,15
0.0,13,15
0.3,5,11
0.6,10,15
0.9,11,15
1.2,13,15
1.5,13,15
