displacement,nForward,nTrials
-1.5,2,11
-1.2,5,12
-0.9,3,9
-0.6,5,12
-0.3,3,13
0.0,7,8
0.3,9,12
0.6,7,8
0.9,9,11
1.2,11,12
1.5,10,12
