displacement,nForward,nTrials
-1.5,1,15
-1.2,5,15
-0.9,3,14
-0.6,3,14
-0.3,6,15
0.0,7,16
0.3,7,15
0.6,8,15
0.9,12,15
1.2,12,15
1.5,10,14
