displacement,nForward,nTrials
-1.5,11,15
-1.2,11,14
-0.9,11,14
-0.6,11,14
-0.3,13,16
0.0,12,15
0.3,13,13
0.6,13,15
0.9,11,16
1.2,12,15
1.5,15,16
