displacement,nForward,nTrials
-1.5,0,11
-1.2,0,12
-0.9,0,11
-0.6,1,13
-0.3,2,10
0.0,9,11
0.3,14,14
0.6,9,11
0.9,9,9
1.2,10,10
1.5,9,9
