displacement,nForward,nTrials
-1.5,1,15
-1.2,0,15
-0.9,1,16
-0.6,1,14
-0.3,4,14
0.0,6,14
0.3,8,13
0.6,7,13
0.9,11,15
1.2,13,14
1.5,12,13
