displacement,nForward,nTrials
-1.5,6,16
-1.2,5,14
-0.9,3,13
-0.6,8,15
-0.3,9,14
0.0,7,14
0.3,7,14
0.6,6,14
0.9,9,13
1.2,14,15
1.5,9,14
