displacement,nForward,nTrials
-1.5,8,11
-1.2,6,9
-0.9,8,11
-0.6,6,11
-0.3,6,13
0.0,10,10
0.3,9,12
0.6,10,12
0.9,8,9
1.2,10,11
1.5,8,11
