displacement,nForward,nTrials
-1.5,0,11
-1.2,0,12
-0.9,0,9
-0.6,1,14
-0.3,1,12
0.0,6,15
0.3,7,10
0.6,11,14
0.9,11,12
1.2,12,13
1.5,12,13
