displacement,nForward,nTrials
-1.5,0,16
-1.2,0,12
-0.9,2,16
-0.6,6,15
-0.3,4,16
0.0,8,16
0.3,14,15
0.6,12,14
0.9,13,14
1.2,15,15
1.5,14,14
