displacement,nForward,nTrials
-1.5,2,14
-1.2,1,14
-0.9,1,14
-0.6,2,15
-0.3,2,14
0.0,4,16
0.3,8,13
0.6,13,15
0.9,14,16
1.2,15,15
1.5,14,14
