displacement,nForward,nTrials
-1.5,1,13
-1.2,1,14
-0.9,1,13
-0.6,6,14
-0.3,5,15
0.0,8,14
0.3,6,13
0.6,13,16
0.9,11,13
1.2,13,13
1.5,11,11
