displacement,nForward,nTrials
-1.5,0,16
-1.2,4,15
-0.9,4,14
-0.6,6,15
-0.3,13,15
0.0,11,13
0.3,14,15
0.6,14,16
0.9,12,16
1.2,14,15
1.5,16,16
