displacement,nForward,nTrials
-1.5,1,15
-1.2,2,16
-0.9,5,16
-0.6,6,15
-0.3,8,15
0.0,13,15
0.3,10,15
0.6,13,15
0.9,12,13
1.2,16,16
1.5,14,15
