,blockID,trialNumber,triggerName,timestamp_sys,timestamp_psyc,triggerSent_Serial00
0,pract,-1,StartPractice,1764339422.8910015,327.83638858795166,False
1,pract,0,startFixDisplay,1764339422.9080281,327.8534173965454,False
2,pract,0,startFixPeriod,1764339423.241186,328.18657326698303,False
3,pract,0,TargetPresentation,1764339424.372263,329.31765246391296,False
4,pract,0,TargetDisplacement,1764339424.5525956,329.497985124588,True
5,pract,0,RightResponse,1764339424.9831228,329.92851066589355,False
6,pract,0,FeedbackPeriodStarted,1764339424.9966938,329.94210290908813,False
7,pract,1,startFixDisplay,1764339425.503186,330.44857597351074,False
8,pract,1,startFixPeriod,1764339425.5657017,330.51109075546265,False
9,pract,1,TargetPresentation,1764339426.8009737,331.7463631629944,False
10,pract,1,TargetDisplacement,1764339426.9465606,331.89194989204407,True
11,pract,1,LeftResponse,1764339427.4674327,332.4128198623657,False
12,pract,1,FeedbackPeriodStarted,1764339427.474056,332.41944313049316,False
13,pract,2,startFixDisplay,1764339427.9804323,332.92582273483276,False
14,pract,2,startFixPeriod,1764339428.4941359,333.43952560424805,False
15,pract,2,TargetPresentation,1764339429.153188,334.09857630729675,False
16,pract,2,TargetDisplacement,1764339429.3058727,334.2512619495392,True
17,pract,2,RightResponse,1764339430.0834355,335.0288236141205,False
18,pract,2,FeedbackPeriodStarted,1764339430.0898926,335.0352818965912,False
19,pract,3,startFixDisplay,1764339430.5964608,335.541850566864,False
20,pract,3,startFixPeriod,1764339430.6033108,335.54869771003723,False
21,pract,3,TargetPresentation,1764339431.4501653,336.3955543041229,False
22,pract,3,TargetRemoval,1764339431.637399,336.58278822898865,True
23,pract,3,TargetReappeared,1764339431.887298,336.8326861858368,False
24,pract,3,LeftResponse,1764339432.4840815,337.4294683933258,False
25,pract,3,FeedbackPeriodStarted,1764339432.497815,337.443204164505,False
26,pract,4,startFixDisplay,1764339433.0043008,337.9496908187866,False
27,pract,4,startFixPeriod,1764339433.2749586,338.22034788131714,False
28,pract,4,TargetPresentation,1764339434.0592005,339.00458812713623,False
29,pract,4,TargetDisplacement,1764339434.2116997,339.15708899497986,True
30,pract,4,RightResponse,1764339435.2462883,340.19167852401733,False
31,pract,4,FeedbackPeriodStarted,1764339435.2664776,340.2118647098541,False
32,pract,5,startFixDisplay,1764339435.7728145,340.7182013988495,False
33,pract,5,startFixPeriod,1764339436.0367725,340.9821619987488,False
34,pract,5,TargetPresentation,1764339436.8278885,341.77327823638916,False
35,pract,5,TargetRemoval,1764339436.9597127,341.9051022529602,True
36,pract,5,TargetReappeared,1764339437.2094996,342.15488743782043,False
37,pract,5,RightResponse,1764339437.8203163,342.76570439338684,False
38,pract,5,FeedbackPeriodStarted,1764339437.8339465,342.7793333530426,False
39,pract,6,startFixDisplay,1764339438.3403826,343.28576946258545,False
