trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Blank,0.0,-6.0,-1.2,0,1,0.655,LeftResponse,correct
1,0,Change,-0.0,8.0,1.2000000000000002,0,1,1.021,RightResponse,correct
2,0,Change,0.0,-6.0,2.220446049250313e-16,0,1,1.473,LeftResponse,incorrect
3,0,Change,0.0,-6.0,0.6000000000000005,0,0,1.346,RightResponse,correct
4,0,Change,-0.0,8.0,2.220446049250313e-16,1,1,0.759,LeftResponse,incorrect
5,0,Change,-0.0,8.0,-0.2999999999999998,0,0,1.12,LeftResponse,correct
6,0,Blank,0.0,-8.0,-0.5999999999999999,0,0,0.864,LeftResponse,correct
7,0,Change,-0.0,8.0,-1.2,1,1,0.601,LeftResponse,correct
8,0,Step,0.0,-8.0,-0.2999999999999998,0,0,0.667,RightResponse,incorrect
9,0,Step,-0.0,8.0,0.6000000000000005,0,0,1.025,LeftResponse,incorrect
10,0,Step,-0.0,8.0,-0.2999999999999998,0,1,0.938,LeftResponse,correct
11,0,Blank,-0.0,8.0,0.6000000000000005,1,1,1.452,RightResponse,correct
12,0,Change,0.0,-6.0,-1.2,1,1,0.515,RightResponse,incorrect
13,0,Change,-0.0,8.0,1.5000000000000004,1,1,0.792,RightResponse,correct
14,0,Change,-0.0,6.0,-1.5,1,0,1.154,LeftResponse,correct
15,0,Change,-0.0,6.0,-1.5,1,1,0.717,LeftResponse,correct
16,0,Step,-0.0,8.0,2.220446049250313e-16,1,0,0.85,LeftResponse,incorrect
17,0,Blank,-0.0,8.0,-1.2,1,0,0.926,LeftResponse,correct
18,0,Change,0.0,-6.0,1.2000000000000002,0,0,0.703,RightResponse,correct
19,0,Blank,0.0,-8.0,0.6000000000000005,0,0,0.531,RightResponse,correct
20,0,Blank,0.0,-6.0,-1.5,1,1,0.584,LeftResponse,correct
21,0,Change,-0.0,6.0,-0.5999999999999999,0,1,0.824,LeftResponse,correct
22,0,Step,-0.0,6.0,-1.2,1,1,0.883,LeftResponse,correct
23,0,Blank,-0.0,8.0,2.220446049250313e-16,1,1,1.358,LeftResponse,incorrect
24,0,Blank,-0.0,6.0,-1.5,1,1,1.253,LeftResponse,correct
25,0,Blank,0.0,-8.0,0.9000000000000004,1,1,0.7,RightResponse,correct
26,0,Step,0.0,-8.0,1.2000000000000002,1,0,1.141,RightResponse,correct
27,0,Change,0.0,-8.0,0.9000000000000004,0,0,1.454,RightResponse,correct
28,0,Step,-0.0,6.0,-0.5999999999999999,0,0,0.823,LeftResponse,correct
29,0,Change,-0.0,8.0,-0.2999999999999998,0,1,1.396,LeftResponse,correct
30,0,Step,0.0,-6.0,-0.2999999999999998,1,1,1.123,RightResponse,incorrect
31,0,Change,-0.0,6.0,-1.2,0,1,1.307,LeftResponse,correct
32,0,Change,0.0,-8.0,2.220446049250313e-16,0,1,0.523,RightResponse,correct
33,0,Blank,-0.0,8.0,-0.5999999999999999,1,0,1.222,LeftResponse,correct
34,0,Change,0.0,-8.0,0.9000000000000004,1,1,1.494,RightResponse,correct
35,0,Step,0.0,-6.0,-0.5999999999999999,0,1,0.854,RightResponse,incorrect
36,0,Blank,-0.0,8.0,1.2000000000000002,0,1,1.307,RightResponse,correct
37,0,Blank,-0.0,8.0,-0.2999999999999998,0,1,0.903,RightResponse,incorrect
38,0,Change,-0.0,8.0,2.220446049250313e-16,0,1,0.947,LeftResponse,incorrect
39,0,Blank,0.0,-6.0,-0.5999999999999999,0,1,1.494,LeftResponse,correct
40,0,Step,-0.0,6.0,-1.2,0,1,0.674,LeftResponse,correct
41,0,Change,0.0,-6.0,-0.2999999999999998,1,0,1.368,RightResponse,incorrect
42,0,Change,-0.0,8.0,2.220446049250313e-16,0,0,0.795,LeftResponse,incorrect
43,0,Blank,-0.0,6.0,0.30000000000000027,1,1,0.933,LeftResponse,incorrect
44,0,Change,0.0,-6.0,0.9000000000000004,1,1,1.198,RightResponse,correct
45,0,Step,0.0,-8.0,0.30000000000000027,1,1,1.102,RightResponse,correct
46,0,Step,0.0,-8.0,0.6000000000000005,0,0,0.967,RightResponse,correct
47,0,Step,0.0,-8.0,1.5000000000000004,0,1,1.073,RightResponse,correct
48,0,Step,0.0,-8.0,1.5000000000000004,1,0,0.955,RightResponse,correct
49,0,Change,-0.0,6.0,0.9000000000000004,1,1,1.003,RightResponse,correct
50,0,Blank,0.0,-6.0,0.6000000000000005,1,1,0.916,LeftResponse,incorrect
51,0,Change,-0.0,6.0,0.6000000000000005,0,1,1.286,RightResponse,correct
52,0,Step,-0.0,8.0,2.220446049250313e-16,1,1,0.547,RightResponse,correct
53,0,Blank,-0.0,8.0,-1.5,0,0,1.218,LeftResponse,correct
54,0,Blank,-0.0,6.0,-0.8999999999999999,0,1,1.171,LeftResponse,correct
55,0,Step,-0.0,8.0,0.30000000000000027,0,1,0.738,LeftResponse,incorrect
56,0,Step,0.0,-8.0,0.9000000000000004,0,1,0.962,LeftResponse,incorrect
57,0,Blank,-0.0,6.0,-0.2999999999999998,0,0,0.935,LeftResponse,correct
58,0,Change,-0.0,8.0,2.220446049250313e-16,1,0,0.951,LeftResponse,incorrect
59,0,Step,0.0,-6.0,1.5000000000000004,1,0,0.828,RightResponse,correct
60,0,Change,0.0,-6.0,-0.2999999999999998,1,1,0.506,LeftResponse,correct
61,0,Blank,-0.0,6.0,1.2000000000000002,1,0,1.172,LeftResponse,incorrect
62,0,Step,0.0,-6.0,1.2000000000000002,1,1,0.597,RightResponse,correct
63,0,Step,0.0,-6.0,-1.5,1,0,0.789,LeftResponse,correct
64,0,Change,0.0,-6.0,-1.2,0,1,0.737,LeftResponse,correct
65,0,Change,0.0,-6.0,0.9000000000000004,0,1,1.373,RightResponse,correct
66,1,Blank,-0.0,6.0,0.6000000000000005,1,0,0.518,LeftResponse,incorrect
67,1,Step,-0.0,6.0,1.2000000000000002,1,0,0.807,LeftResponse,incorrect
68,1,Change,-0.0,8.0,0.30000000000000027,1,1,0.942,LeftResponse,incorrect
69,1,Change,0.0,-6.0,1.5000000000000004,0,0,1.454,RightResponse,correct
70,1,Change,0.0,-8.0,1.5000000000000004,0,0,1.361,RightResponse,correct
71,1,Change,-0.0,8.0,-0.5999999999999999,1,1,0.61,LeftResponse,correct
72,1,Step,0.0,-8.0,-1.2,1,0,1.2,LeftResponse,correct
73,1,Step,0.0,-6.0,1.5000000000000004,0,1,0.641,RightResponse,correct
74,1,Step,-0.0,6.0,0.30000000000000027,0,0,1.086,RightResponse,correct
75,1,Change,0.0,-6.0,-1.5,0,1,1.36,LeftResponse,correct
76,1,Blank,-0.0,8.0,2.220446049250313e-16,0,0,1.186,LeftResponse,incorrect
77,1,Step,-0.0,6.0,-0.5999999999999999,1,0,1.353,LeftResponse,correct
78,1,Blank,0.0,-8.0,2.220446049250313e-16,0,1,1.332,RightResponse,correct
79,1,Change,0.0,-8.0,1.5000000000000004,0,1,1.25,RightResponse,correct
80,1,Change,0.0,-8.0,-0.2999999999999998,0,1,1.469,RightResponse,incorrect
81,1,Step,0.0,-6.0,-1.2,0,0,0.672,LeftResponse,correct
82,1,Step,-0.0,8.0,-0.5999999999999999,1,1,0.669,LeftResponse,correct
83,1,Blank,0.0,-8.0,-0.2999999999999998,1,0,1.22,RightResponse,incorrect
