trialIndex,blockId,trialType,fixationDurationInSec,fixPosition,shapeInit,contrastInit,targetPosition,displacement,response,result
0,pract,Step,1.382,0,1,0,8,-1.5,RightResponse,incorrect
1,pract,Step,1.047,0,0,0,-6,0.0,LeftResponse,correct
2,pract,Blank,0.981,0,0,0,8,1.5000000000000004,RightResponse,correct
3,pract,Change,0.963,0,1,0,-6,-1.5,LeftResponse,correct
4,pract,Blank,0.963,0,0,0,6,0.0,RightResponse,correct
5,pract,Step,1.463,0,0,1,-6,1.5000000000000004,LeftResponse,incorrect
6,pract,Blank,1.084,0,0,0,6,-1.5,RightResponse,incorrect
7,pract,Change,0.516,0,0,1,-6,0.0,LeftResponse,correct
8,pract,Step,1.488,0,0,0,6,1.5000000000000004,RightResponse,correct
9,pract,Blank,0.83,0,1,0,-8,-1.5,LeftResponse,correct
10,pract,Change,0.913,0,1,0,6,0.0,RightResponse,correct
11,pract,Blank,0.588,0,1,0,-8,1.5000000000000004,LeftResponse,incorrect
12,pract,Change,0.706,0,1,0,8,-1.5,NoResponse,invalid
13,pract,Blank,0.918,0,0,1,-6,0.0,LeftResponse,correct
14,pract,Change,0.88,0,1,1,8,1.5000000000000004,RightResponse,correct
15,pract,Blank,0.683,0,0,1,-8,-1.5,LeftResponse,correct
16,pract,Step,1.168,0,0,0,6,0.0,RightResponse,correct
17,pract,Blank,0.961,0,0,1,-8,1.5000000000000004,LeftResponse,incorrect
18,pract,Step,0.934,0,0,1,6,-1.5,RightResponse,incorrect
19,pract,Step,1.344,0,1,0,-8,0.0,LeftResponse,correct
20,pract,Blank,0.724,0,0,1,8,1.5000000000000004,RightResponse,correct
21,pract,Change,0.837,0,1,1,-8,-1.5,LeftResponse,correct
22,pract,Step,0.5,0,0,0,6,0.0,RightResponse,correct
23,pract,Step,1.091,0,1,1,-6,1.5000000000000004,LeftResponse,incorrect
24,pract,Change,0.872,0,0,0,6,-1.5,RightResponse,incorrect
25,pract,Change,1.372,0,0,0,-6,0.0,LeftResponse,correct
26,pract,Blank,1.219,0,1,1,6,1.5000000000000004,RightResponse,correct
27,pract,Step,1.024,0,0,1,-8,-1.5,LeftResponse,correct
28,pract,Change,0.925,0,1,0,8,0.0,RightResponse,correct
29,pract,Blank,0.871,0,0,1,-6,1.5000000000000004,LeftResponse,incorrect
30,pract,Step,0.645,0,1,1,8,-1.5,RightResponse,incorrect
31,pract,Change,0.771,0,1,1,-8,0.0,RightResponse,correct
32,pract,Step,0.781,0,1,1,8,1.5000000000000004,RightResponse,correct
33,pract,Change,1.003,0,0,1,-8,-1.5,RightResponse,incorrect
34,pract,Change,0.876,0,0,1,8,0.0,RightResponse,correct
35,pract,Change,1.411,0,1,1,-8,1.5000000000000004,LeftResponse,incorrect
36,pract,Change,0.574,0,0,1,6,-1.5,LeftResponse,correct
37,pract,Step,0.79,0,1,0,-8,0.0,LeftResponse,correct
38,pract,Step,0.595,0,0,1,6,1.5000000000000004,RightResponse,correct
39,pract,Step,0.71,0,0,1,-6,-1.5,LeftResponse,correct
40,pract,Blank,0.696,0,1,0,6,0.0,RightResponse,correct
41,pract,Blank,1.453,0,0,0,-6,1.5000000000000004,RightResponse,correct
