trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Change,-0.0,8.0,0.9000000000000004,0,0,0.909,RightResponse,correct
1,0,Blank,-0.0,8.0,-1.2,1,0,1.421,RightResponse,incorrect
2,0,Step,-0.0,8.0,0.9000000000000004,0,1,0.979,LeftResponse,incorrect
3,0,Change,-0.0,6.0,1.2000000000000002,1,1,1.204,RightResponse,correct
4,0,Change,-0.0,8.0,0.9000000000000004,1,1,1.004,RightResponse,correct
5,0,Blank,0.0,-6.0,-0.8999999999999999,1,1,0.958,LeftResponse,correct
6,0,Blank,0.0,-8.0,1.2000000000000002,1,1,1.163,RightResponse,correct
7,0,Change,0.0,-8.0,-0.2999999999999998,1,1,1.148,LeftResponse,correct
8,0,Change,-0.0,8.0,0.6000000000000005,1,0,1.083,LeftResponse,incorrect
9,0,Step,0.0,-6.0,0.9000000000000004,0,0,1.269,LeftResponse,incorrect
10,0,Change,0.0,-8.0,1.5000000000000004,0,1,0.643,RightResponse,correct
11,0,Change,-0.0,6.0,-0.8999999999999999,1,1,1.165,LeftResponse,correct
12,0,Step,-0.0,8.0,1.5000000000000004,0,0,0.928,RightResponse,correct
13,0,Step,0.0,-8.0,0.9000000000000004,1,1,0.902,LeftResponse,incorrect
14,0,Change,-0.0,6.0,-0.5999999999999999,0,0,1.017,LeftResponse,correct
15,0,Step,0.0,-8.0,-1.2,0,1,1.409,LeftResponse,correct
16,0,Blank,0.0,-6.0,0.30000000000000027,1,0,0.619,RightResponse,correct
17,0,Step,-0.0,6.0,-0.5999999999999999,1,0,1.244,LeftResponse,correct
18,0,Step,-0.0,6.0,0.9000000000000004,1,1,1.256,RightResponse,correct
19,0,Change,-0.0,8.0,1.2000000000000002,1,0,1.358,RightResponse,correct
20,0,Change,-0.0,8.0,-1.5,0,0,1.067,LeftResponse,correct
21,0,Blank,0.0,-8.0,-0.5999999999999999,1,1,1.031,LeftResponse,correct
22,0,Blank,-0.0,6.0,-1.5,1,1,1.351,LeftResponse,correct
23,0,Step,-0.0,8.0,-1.2,1,0,0.952,LeftResponse,correct
24,0,Step,-0.0,6.0,-0.2999999999999998,0,1,0.742,RightResponse,incorrect
25,0,Change,0.0,-8.0,1.2000000000000002,0,0,0.669,RightResponse,correct
