,blockID,trialNumber,triggerName,timestamp_sys,timestamp_psyc,triggerSent_Serial00
0,pract,-1,StartPractice,1766153682.5756364,511.5967411994934,False
1,pract,0,startFixDisplay,1766153682.5900462,511.61115312576294,False
2,pract,0,startFixPeriod,1766153682.8400254,511.8611304759979,False
3,pract,0,TargetPresentation,1766153684.0960062,513.1171123981476,False
4,pract,0,TargetDisplacement,1766153684.262428,513.2835347652435,True
5,pract,0,FeedbackPeriodStarted,1766153686.2817762,515.3028845787048,False
6,pract,1,startFixDisplay,1766153686.7882657,515.8093736171722,False
7,pract,1,startFixPeriod,1766153687.0729077,516.0940146446228,False
8,pract,1,TargetPresentation,1766153687.8568282,516.8779356479645,False
9,pract,1,TargetDisplacement,1766153688.0094604,517.030567407608,True
10,pract,1,RightResponse,1766153688.5440168,517.565122127533,False
11,pract,1,FeedbackPeriodStarted,1766153688.5508654,517.5719726085663,False
12,pract,2,startFixDisplay,1766153689.0571465,518.0782511234283,False
13,pract,2,startFixPeriod,1766153689.0643206,518.0854275226593,False
14,pract,2,TargetPresentation,1766153689.9039266,518.9250338077545,False
15,pract,2,TargetDisplacement,1766153690.0425828,519.0636897087097,True
16,pract,2,RightResponse,1766153690.9659135,519.9870200157166,False
17,pract,2,FeedbackPeriodStarted,1766153690.972615,519.9937205314636,False
18,pract,3,startFixDisplay,1766153691.478952,520.5000591278076,False
19,pract,3,startFixPeriod,1766153691.4858787,520.5069854259491,False
20,pract,3,TargetPresentation,1766153692.3049598,521.3260676860809,False
21,pract,3,TargetDisplacement,1766153692.47135,521.4924569129944,True
22,pract,3,RightResponse,1766153693.7138224,522.7349276542664,False
23,pract,3,FeedbackPeriodStarted,1766153693.7204447,522.7415521144867,False
24,pract,4,startFixDisplay,1766153694.2268534,523.2479612827301,False
25,pract,4,startFixPeriod,1766153694.428279,523.4493865966797,False
26,pract,4,TargetPresentation,1766153695.358068,524.3791754245758,False
27,pract,4,TargetDisplacement,1766153695.3650105,524.3861184120178,True
28,pract,4,RightResponse,1766153696.531061,525.5521810054779,False
29,pract,4,FeedbackPeriodStarted,1766153696.5375807,525.5586867332458,False
30,pract,5,startFixDisplay,1766153697.0441616,526.0652706623077,False
31,pract,5,startFixPeriod,1766153697.0927355,526.1138424873352,False
32,pract,5,TargetPresentation,1766153698.1961377,527.2172441482544,False
33,pract,5,TargetDisplacement,1766153698.341661,527.3627676963806,True
34,pract,5,RightResponse,1766153699.4800577,528.5011622905731,False
35,pract,5,FeedbackPeriodStarted,1766153699.4935942,528.514701128006,False
36,pract,6,startFixDisplay,1766153700.0000956,529.0212037563324,False
37,pract,6,startFixPeriod,1766153700.1806765,529.201783657074,False
38,pract,6,TargetPresentation,1766153700.881565,529.9026727676392,False
39,pract,6,TargetDisplacement,1766153701.0202386,530.0413455963135,True
40,pract,6,LeftResponse,1766153701.9362445,530.9573490619659,False
41,pract,6,FeedbackPeriodStarted,1766153701.9500496,530.9711565971375,False
42,pract,7,startFixDisplay,1766153702.456549,531.4776556491852,False
43,pract,7,startFixPeriod,1766153702.4634619,531.4845685958862,False
44,pract,7,TargetPresentation,1766153703.6223912,532.6434991359711,False
45,pract,7,TargetRemoval,1766153703.7611427,532.7822496891022,True
46,pract,7,TargetReappeared,1766153704.0109677,533.032074213028,False
47,pract,7,RightResponse,1766153704.934108,533.9552133083344,False
48,pract,7,FeedbackPeriodStarted,1766153704.9477205,533.9688274860382,False
49,pract,8,startFixDisplay,1766153705.4541965,534.4753041267395,False
50,pract,8,startFixPeriod,1766153705.5028002,534.5239069461823,False
51,pract,8,TargetPresentation,1766153706.5368626,535.5579698085785,False
52,pract,8,TargetDisplacement,1766153706.6615887,535.682695388794,True
53,pract,8,RightResponse,1766153707.418351,536.4394567012787,False
54,pract,8,FeedbackPeriodStarted,1766153707.4250352,536.4461400508881,False
55,pract,9,startFixDisplay,1766153707.9314537,536.9525620937347,False
56,pract,9,startFixPeriod,1766153707.9384568,536.9595642089844,False
57,pract,9,TargetPresentation,1766153708.7712588,537.7923662662506,False
58,pract,9,TargetRemoval,1766153708.9306436,537.9517478942871,True
59,pract,9,TargetReappeared,1766153709.1806443,538.2017512321472,False
60,pract,9,LeftResponse,1766153709.8261971,538.8473024368286,False
61,pract,9,FeedbackPeriodStarted,1766153709.839723,538.860827922821,False
62,pract,-1,EndPractice,1766153710.3336668,539.3547713756561,False
63,0,0,startFixDisplay,1766153745.2148695,574.235976934433,False
64,0,0,startFixPeriod,1766153745.4855995,574.5067069530487,False
65,0,0,TargetPresentation,1766153746.339121,575.3602266311646,False
66,0,0,TargetDisplacement,1766153746.4847243,575.5058312416077,True
67,0,0,RightResponse,1766153747.6160223,576.6371266841888,False
68,0,1,FeedbackPeriodStarted,1766153747.6296523,576.6507592201233,False
69,0,1,startFixDisplay,1766153747.6297855,576.6508915424347,False
70,0,1,startFixPeriod,1766153747.8795912,576.900698184967,False
71,0,1,TargetPresentation,1766153749.2813053,578.3024134635925,False
72,0,1,TargetDisplacement,1766153749.4337983,578.4549052715302,True
73,0,1,RightResponse,1766153750.3292568,579.3503634929657,False
74,0,2,FeedbackPeriodStarted,1766153750.34272,579.3638243675232,False
75,0,2,startFixDisplay,1766153750.342769,579.3638730049133,False
76,0,2,startFixPeriod,1766153750.6066267,579.6277341842651,False
77,0,2,TargetPresentation,1766153752.070782,581.0918891429901,False
78,0,2,TargetDisplacement,1766153752.2094452,581.2305519580841,True
79,0,2,RightResponse,1766153752.993755,582.0148601531982,False
80,0,3,FeedbackPeriodStarted,1766153753.0072997,582.0284037590027,False
81,0,3,startFixDisplay,1766153753.0073931,582.0284974575043,False
82,0,3,startFixPeriod,1766153753.3059442,582.3270518779755,False
83,0,3,TargetPresentation,1766153753.861009,582.882116317749,False
84,0,3,TargetRemoval,1766153754.1594062,583.180513381958,True
85,0,3,TargetReappeared,1766153754.4091961,583.4303033351898,False
86,0,3,RightResponse,1766153754.6385431,583.659649848938,False
87,0,4,FeedbackPeriodStarted,1766153754.651868,583.6729726791382,False
88,0,4,startFixDisplay,1766153754.651917,583.6730210781097,False
89,0,4,startFixPeriod,1766153755.24886,584.2699670791626,False
90,0,4,TargetPresentation,1766153756.4770312,585.4981384277344,False
91,0,4,TargetRemoval,1766153756.6366448,585.6577522754669,True
92,0,4,TargetReappeared,1766153756.886458,585.9075663089752,False
93,0,4,LeftResponse,1766153757.4626174,586.4837217330933,False
94,0,5,FeedbackPeriodStarted,1766153757.476146,586.4972529411316,False
95,0,5,startFixDisplay,1766153757.4762757,586.4973819255829,False
96,0,5,startFixPeriod,1766153757.7330375,586.7541446685791,False
97,0,5,TargetPresentation,1766153758.7599719,587.7810790538788,False
98,0,5,TargetDisplacement,1766153758.884823,587.9059298038483,True
99,0,5,RightResponse,1766153760.4256144,589.4467198848724,False
100,0,6,FeedbackPeriodStarted,1766153760.439138,589.4602453708649,False
101,0,6,startFixDisplay,1766153760.4392664,589.4603724479675,False
102,0,6,startFixPeriod,1766153760.807046,589.8281536102295,False
103,0,6,TargetPresentation,1766153761.625797,590.6469054222107,False
104,0,6,TargetRemoval,1766153761.778302,590.7994062900543,True
105,0,6,TargetReappeared,1766153762.0282946,591.0494022369385,False
106,0,6,LeftResponse,1766153762.6320374,591.6531422138214,False
107,0,6,FeedbackPeriodStarted,1766153762.6456711,591.6667757034302,False
108,0,7,startFixDisplay,1766153764.6510682,593.6721727848053,False
109,0,7,startFixPeriod,1766153764.9149382,593.9360451698303,False
110,0,7,TargetPresentation,1766153765.9904692,595.0115764141083,False
111,0,7,TargetDisplacement,1766153766.156986,595.1780936717987,True
112,0,7,RightResponse,1766153767.0038955,596.0250017642975,False
113,0,8,FeedbackPeriodStarted,1766153767.0242727,596.0453798770905,False
114,0,8,startFixDisplay,1766153767.024413,596.0455198287964,False
115,0,8,startFixPeriod,1766153767.232554,596.2536613941193,False
116,0,8,TargetPresentation,1766153768.710596,597.7317035198212,False
117,0,8,TargetDisplacement,1766153768.8493273,597.8704347610474,True
118,0,8,LeftResponse,1766153769.8766522,598.8977591991425,False
119,0,9,FeedbackPeriodStarted,1766153769.8900962,598.9112031459808,False
120,0,9,startFixDisplay,1766153769.8902311,598.9113368988037,False
121,0,9,startFixPeriod,1766153770.313499,599.3346061706543,False
122,0,9,TargetPresentation,1766153770.8686717,599.8897798061371,False
123,0,9,TargetDisplacement,1766153771.4929948,600.5141019821167,True
124,0,9,LeftResponse,1766153771.8889172,600.9100241661072,False
125,0,10,FeedbackPeriodStarted,1766153771.9024425,600.9235501289368,False
126,0,10,startFixDisplay,1766153771.9025846,600.9236905574799,False
127,0,10,startFixPeriod,1766153772.1385074,601.1596145629883,False
128,0,10,TargetPresentation,1766153773.6165206,602.6376278400421,False
129,0,10,TargetDisplacement,1766153773.7759895,602.7970969676971,True
130,0,10,RightResponse,1766153774.4423547,603.463460445404,False
131,0,11,FeedbackPeriodStarted,1766153774.455985,603.4770922660828,False
132,0,11,startFixDisplay,1766153774.4561188,603.4772250652313,False
133,0,11,startFixPeriod,1766153774.7337408,603.754848241806,False
134,0,11,TargetPresentation,1766153775.927161,604.9482684135437,False
135,0,11,TargetRemoval,1766153775.9341042,604.9552094936371,True
136,0,11,TargetReappeared,1766153776.183828,605.2049336433411,False
137,0,11,RightResponse,1766153776.8503158,605.8714225292206,False
138,0,12,FeedbackPeriodStarted,1766153776.8638175,605.8849246501923,False
139,0,12,startFixDisplay,1766153776.86395,605.8850560188293,False
140,0,12,startFixPeriod,1766153777.2245781,606.2456827163696,False
141,0,12,TargetPresentation,1766153778.4391148,607.4602220058441,False
142,0,12,TargetDisplacement,1766153778.5847905,607.6058979034424,True
143,0,12,RightResponse,1766153779.2441003,608.2652049064636,False
144,0,12,FeedbackPeriodStarted,1766153779.2509813,608.272088766098,False
145,0,13,startFixDisplay,1766153781.2561603,610.2772650718689,False
146,0,13,startFixPeriod,1766153781.4715145,610.4926221370697,False
147,0,13,TargetPresentation,1766153782.19302,611.2141261100769,False
