0.1438 	EXP 	Input Frame Rate: 144.000 Hz
0.1438 	EXP 	Determined Frame Rate: 144.326 Hz
0.1719 	EXP 	subjectName: 'Sub_24'
0.1720 	EXP 	session: 1
0.1720 	EXP 	language: 'EN'
0.1720 	EXP 	stimChangeType: 'S'
0.1721 	EXP 	nBlocks: 8
0.1721 	EXP 	nTrialsPerBlock: 66
0.1721 	EXP 	dominantEye: 'L'
0.1722 	EXP 	monitorRefreshRate: 144.
0.1723 	EXP 	monitorWidth: 53.36
0.1723 	EXP 	monitorDistance: 65.
0.1724 	EXP 	nTrialsTotal: 528
0.1724 	EXP 	nTrialsMinPractise: 5
0.1725 	EXP 	minSuccessRateInPractise: 0.8
0.1725 	EXP 	blankTimeInSec: 0.25
0.1726 	EXP 	fixSize: 0.5
0.1726 	EXP 	stimDistances: [6 8]
0.1727 	EXP 	holdGazeRadius: 1
0.1727 	EXP 	maxWaitTimeInSec: 2
0.1728 	EXP 	fixationJitterInSec: [0.5 1.5]
0.1728 	EXP 	postResponseBlankTime: 0.5
0.1729 	EXP 	nTrialsFeedback: 6
0.1729 	EXP 	keyMapping: ['left' 'right']
0.1730 	EXP 	samplingRangeInDeg: [-1.50000000e+00 -1.20000000e+00 -9.00000000e-01 -6.00000000e-01
 -3.00000000e-01  2.22044605e-16  3.00000000e-01  6.00000000e-01
  9.00000000e-01  1.20000000e+00  1.50000000e+00]
0.1731 	EXP 	targetSize: 1.
0.1731 	EXP 	scoreIncrement: 10
0.1732 	EXP 	maxContagCondRepeat: 3
0.1732 	EXP 	tagFlipScreen: True
0.1732 	EXP 	screenWidthInPix: 1920
0.1732 	EXP 	screenHeightInPix: 1080
0.1733 	EXP 	Added new global key event: quitKey
0.2493 	WARNING 	fillRGB parameter is deprecated. Please use lineColor and colorSpace instead
0.2495 	WARNING 	lineRGB parameter is deprecated. Please use lineColor and colorSpace instead
0.2533 	EXP 	Removed global key event: 'quitKey'.
12.1980 	DATA 	Keypress: return
12.7163 	EXP 	Device response: <KeyPress from None: t=12.197840452194214, value=return, duration=None>
12.7163 	EXP 	Device response: <KeyPress from None: t=12.197840452194214, value=return, duration=0.1760244369506836>
13.2068 	EXP 	Device response: <KeyPress from None: t=13.205827474594116, value=return, duration=None>
13.3467 	DATA 	Keypress: return
13.3506 	EXP 	Device response: <KeyPress from None: t=13.205827474594116, value=return, duration=0.1439516544342041>
13.9987 	EXP 	Device response: <KeyPress from None: t=13.990448236465454, value=return, duration=None>
14.0022 	DATA 	Keypress: return
14.0926 	EXP 	Device response: <KeyPress from None: t=13.990448236465454, value=return, duration=0.0952451229095459>
14.3080 	EXP 	Device response: <KeyPress from None: t=14.301839828491211, value=return, duration=None>
14.3995 	DATA 	Keypress: return
14.4159 	EXP 	Device response: <KeyPress from None: t=14.301839828491211, value=return, duration=0.11186671257019043>
17.6380 	EXP 	Device response: <KeyPress from None: t=17.637837648391724, value=return, duration=None>
17.6500 	DATA 	Keypress: return
17.7217 	EXP 	Device response: <KeyPress from None: t=17.637837648391724, value=return, duration=0.07999134063720703>
17.8230 	EXP 	Device response: <KeyPress from None: t=17.813838720321655, value=return, duration=None>
17.8861 	EXP 	Device response: <KeyPress from None: t=17.813838720321655, value=return, duration=0.07198643684387207>
17.9141 	DATA 	Keypress: return
20.6494 	EXP 	Device response: <KeyPress from None: t=20.64588689804077, value=right, duration=None>
20.6908 	DATA 	Keypress: right
20.8261 	EXP 	Device response: <KeyPress from None: t=20.64588689804077, value=right, duration=0.17597627639770508>
24.2780 	EXP 	Device response: <KeyPress from None: t=24.277836084365845, value=c, duration=None>
24.3930 	DATA 	Keypress: c
24.4002 	EXP 	Device response: <KeyPress from None: t=24.277836084365845, value=c, duration=0.09596395492553711>
27.5826 	EXP 	Device response: <KeyPress from None: t=27.57439422607422, value=return, duration=None>
27.5908 	DATA 	Keypress: return
27.7297 	EXP 	Device response: <KeyPress from None: t=27.57439422607422, value=return, duration=0.11138796806335449>
46.9918 	EXP 	window1: units = 'norm'
46.9919 	EXP 	window1: units = 'pix'
51.6861 	EXP 	Device response: <KeyPress from None: t=51.68583273887634, value=escape, duration=None>
51.7552 	DATA 	Keypress: escape
51.7669 	EXP 	window1: units = 'norm'
51.7669 	EXP 	window1: units = 'pix'
51.7707 	EXP 	Added new global key event: quitKey
54.9344 	DATA 	Keypress: space
56.4138 	DATA 	Keypress: 3
59.0698 	DATA 	Keypress: 3
59.4698 	DATA 	Keypress: 3
59.8618 	DATA 	Keypress: 3
60.1897 	DATA 	Keypress: 3
62.7818 	DATA 	Keypress: 3
62.7819 	EXP 	StartPractice
62.7880 	EXP 	Starting Trial Number 0
62.7892 	EXP 	TrialType:Step
62.7892 	EXP 	fixationDurationInSec:1.329
