# subID,loc,scale,loc_er,scale_er
05,6.30590e-01,2.44984e+00,2.85201e-01,6.99090e-01
06,-1.85189e+00,6.84079e-01,1.35681e-01,1.57918e-01
07,1.15126e+00,1.56140e+00,1.88933e-01,3.20527e-01
11,-1.16943e-02,1.50345e+00,2.25313e-01,4.19294e-01
12,1.92071e+00,1.46347e+01,3.52279e+00,2.42375e+01
13,6.02976e-01,1.83575e+00,2.17496e-01,4.42354e-01
22,4.82139e+00,4.56308e+00,3.47945e+00,3.51270e+00
24,5.11099e-01,1.26786e+00,1.73267e-01,2.95768e-01
25,9.48056e-01,1.51552e+00,2.48998e-01,4.39266e-01
