trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Blank,-0.0,8.0,0.6000000000000005,0,0,1.468,RightResponse,correct
1,0,Change,-0.0,8.0,0.6000000000000005,0,1,0.524,RightResponse,correct
2,0,Blank,-0.0,6.0,0.9000000000000004,1,0,0.634,RightResponse,correct
3,0,Change,0.0,-8.0,-0.5999999999999999,0,0,0.651,LeftResponse,correct
4,0,Blank,-0.0,8.0,0.9000000000000004,0,1,0.696,RightResponse,correct
5,0,Change,0.0,-6.0,0.9000000000000004,0,0,1.055,LeftResponse,incorrect
6,0,Change,-0.0,8.0,-0.8999999999999999,0,1,0.649,RightResponse,incorrect
7,0,Step,0.0,-8.0,0.30000000000000027,0,1,1.433,LeftResponse,incorrect
8,0,Step,-0.0,8.0,2.220446049250313e-16,0,0,0.59,RightResponse,correct
9,0,Change,0.0,-6.0,1.2000000000000002,1,0,1.278,RightResponse,correct
10,0,Blank,-0.0,8.0,-0.2999999999999998,1,0,0.89,LeftResponse,correct
11,0,Blank,0.0,-8.0,0.9000000000000004,0,0,0.504,RightResponse,correct
12,0,Step,0.0,-6.0,-0.2999999999999998,0,0,1.413,LeftResponse,correct
13,0,Step,-0.0,6.0,0.30000000000000027,1,1,1.127,RightResponse,correct
14,0,Blank,-0.0,6.0,-0.8999999999999999,1,1,1.451,LeftResponse,correct
15,0,Blank,0.0,-8.0,1.2000000000000002,0,1,0.735,RightResponse,correct
16,0,Change,-0.0,8.0,-0.5999999999999999,0,1,0.714,RightResponse,incorrect
17,0,Step,-0.0,8.0,1.2000000000000002,0,0,1.468,RightResponse,correct
18,0,Change,-0.0,6.0,-0.5999999999999999,1,0,0.779,LeftResponse,correct
19,0,Blank,0.0,-8.0,-1.5,1,0,0.855,LeftResponse,correct
20,0,Step,-0.0,8.0,-1.2,0,0,1.46,RightResponse,incorrect
21,0,Blank,-0.0,8.0,-0.8999999999999999,1,0,1.185,LeftResponse,correct
22,0,Step,-0.0,6.0,-1.2,1,0,1.351,RightResponse,incorrect
23,0,Step,-0.0,8.0,2.220446049250313e-16,0,1,0.843,RightResponse,correct
24,0,Change,-0.0,8.0,-0.5999999999999999,0,0,0.832,RightResponse,incorrect
25,0,Change,-0.0,8.0,-1.2,0,0,0.984,LeftResponse,correct
26,0,Step,0.0,-6.0,0.30000000000000027,0,0,1.002,LeftResponse,incorrect
27,0,Change,0.0,-8.0,-0.2999999999999998,0,0,1.393,RightResponse,incorrect
28,0,Step,0.0,-8.0,-1.2,0,0,1.025,LeftResponse,correct
29,0,Change,-0.0,8.0,-1.2,1,1,1.355,LeftResponse,correct
30,0,Blank,-0.0,6.0,1.2000000000000002,1,1,1.174,RightResponse,correct
31,0,Blank,-0.0,6.0,-0.5999999999999999,0,0,0.597,LeftResponse,correct
32,0,Step,-0.0,6.0,0.9000000000000004,1,0,0.751,RightResponse,correct
33,0,Change,-0.0,8.0,-1.5,0,1,1.465,NoResponse,invalid
34,0,Change,-0.0,6.0,0.6000000000000005,0,0,1.25,LeftResponse,incorrect
35,0,Change,-0.0,6.0,0.9000000000000004,0,0,1.321,RightResponse,correct
36,0,Blank,0.0,-8.0,1.2000000000000002,1,1,0.554,RightResponse,correct
