trialIndex,blockId,trialType,fixPosition,targetPosition,displacement,shapeInit,contrastInit,fixationDurationInSec,response,result
0,0,Blank,0.0,-8.0,2.220446049250313e-16,0,0,0.589,RightResponse,correct
1,0,Step,0.0,-8.0,0.9000000000000004,1,0,0.826,LeftResponse,incorrect
2,0,Step,0.0,-6.0,-0.8999999999999999,0,0,0.548,RightResponse,incorrect
3,0,Step,0.0,-8.0,0.9000000000000004,0,0,1.485,LeftResponse,incorrect
4,0,Step,-0.0,8.0,0.6000000000000005,1,1,1.296,LeftResponse,incorrect
5,0,Blank,0.0,-6.0,-0.8999999999999999,0,1,0.771,LeftResponse,correct
6,0,Step,0.0,-6.0,2.220446049250313e-16,0,1,0.798,RightResponse,correct
7,0,Blank,0.0,-6.0,1.5000000000000004,1,1,0.553,RightResponse,correct
8,0,Blank,0.0,-8.0,-0.8999999999999999,0,1,0.73,LeftResponse,correct
9,0,Step,0.0,-8.0,-0.5999999999999999,0,1,0.766,LeftResponse,correct
10,0,Blank,-0.0,8.0,-1.5,1,1,0.801,LeftResponse,correct
11,0,Step,0.0,-6.0,1.5000000000000004,0,0,1.483,RightResponse,correct
12,0,Step,0.0,-8.0,-0.2999999999999998,0,0,0.946,RightResponse,incorrect
13,0,Change,-0.0,6.0,-0.8999999999999999,1,0,1.422,LeftResponse,correct
14,0,Change,0.0,-6.0,1.2000000000000002,0,0,0.798,LeftResponse,incorrect
15,0,Blank,0.0,-6.0,-1.2,1,1,1.259,LeftResponse,correct
16,0,Step,0.0,-6.0,1.2000000000000002,1,0,0.569,RightResponse,correct
17,0,Change,0.0,-6.0,1.2000000000000002,1,0,0.889,LeftResponse,incorrect
18,0,Blank,-0.0,8.0,-1.2,0,0,1.102,LeftResponse,correct
19,0,Blank,-0.0,8.0,-0.5999999999999999,1,1,0.598,LeftResponse,correct
20,0,Blank,0.0,-6.0,-1.5,0,1,0.601,LeftResponse,correct
21,0,Blank,-0.0,6.0,2.220446049250313e-16,0,1,1.019,RightResponse,correct
22,0,Blank,-0.0,8.0,-0.8999999999999999,1,0,0.782,LeftResponse,correct
23,0,Change,0.0,-8.0,0.9000000000000004,0,1,0.786,LeftResponse,incorrect
